src_id,rel_type,tgt_id,confidence,meta
32,WEAK_EVIDENCE_FOR,7,1.0,"{""evidence_text"": ""Notice that the ECG obtained during chest pain also has subtle ST segment depression in V3 –V6"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""T Wave Inversion and ST Segment Depression"", ""paragraph_index"": 2, ""chunk_index"": 1, ""data_source"": ""chapter_extraction_results.json""}"
33,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""deeply inverted T waves in the setting of myocardial injury/ischemia usually suggest the presence of viable myocardium and usually portend a better prognosis."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""T Wave Inversion and ST Segment Depression"", ""paragraph_index"": 5, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
33,SPECIFIC_FOR,9,1.0,"{""evidence_text"": ""deep symmetric T wave inversion in the anterior chest leads (V2 and V3) can be associated with significant narrowing in the left anterior descending artery and is sometimes called Wellens’ sign."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""T Wave Inversion and ST Segment Depression"", ""paragraph_index"": 5, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
34,SPECIFIC_FOR,9,1.0,"{""evidence_text"": ""The presence of T wave inversion with concomitant ST segment elevation would be a very unusual finding in pericarditis and should arouse suspicion of a myocardial infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""T Wave Inversion and ST Segment Depression"", ""paragraph_index"": 6, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
35,STRONG_EVIDENCE_FOR,36,1.0,"{""evidence_text"": ""The presence of ST segment elevation in two adjacent leads is used for the diagnosis of an anterior myocardial infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
37,SPECIFIC_FOR,36,1.0,"{""evidence_text"": ""If the blockage is past the first diagonal branch, ST segment elevation will normally be present in V3 through V5."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
38,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""Thus the general location of the coronary occlusion and the myocardium at risk can be estimated by the extent of ST segment elevation."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 0, ""chunk_index"": 1, ""data_source"": ""chapter_extraction_results.json""}"
38,STRONG_EVIDENCE_FOR,5,1.0,"{""evidence_text"": ""Thus the general location of the coronary occlusion and the myocardium at risk can be estimated by the extent of ST segment elevation."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 0, ""chunk_index"": 1, ""data_source"": ""chapter_extraction_results.json""}"
39,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""occlusion of the left anterior descending can be associated with anterior ST segment elevation"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
40,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""occlusion of the left anterior descending can be associated with [...] ST segment elevation in the inferior leads"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
24,SPECIFIC_FOR,9,1.0,"{""evidence_text"": ""Q waves were generally thought to represent irreversible damage to the heart and a relatively late manifestation of myocardial infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Anterior Infarction"", ""paragraph_index"": 3, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
41,STRONG_EVIDENCE_FOR,42,1.0,"{""evidence_text"": ""Occlusion of the right coronary artery will cause injury to the inferior wall of the heart and lead to ST segment elevation in the inferior leads (II, III, and aVF)."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
43,STRONG_EVIDENCE_FOR,42,1.0,"{""evidence_text"": ""In addition, reciprocal ST depression is usually prominently seen in I and aVL, since these lateral leads 'look' at the infarcted region through normal tissue."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
44,SPECIFIC_FOR,45,1.0,"{""evidence_text"": ""In patients where the inferior wall myocardial infarction is due to occlusion of the right coronary artery, the ST segment elevation in lead III is usually more prominent than that in lead II."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
46,STRONG_EVIDENCE_FOR,47,1.0,"{""evidence_text"": ""By ECG criteria, a posterior myocardial infarction is present when a prominent R wave is noted in lead V1."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
48,WEAK_EVIDENCE_FOR,47,1.0,"{""evidence_text"": ""In addition to the prominent R wave, posterior myocardial infarction is usually associated with significant ST segment depression and an upright T wave."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
40,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""Mr. Arbuckle has ST segment elevation in the inferior leads."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
49,SPECIFIC_FOR,5,1.0,"{""evidence_text"": ""Accompanying reciprocal ST depression in aVL suggests that the occlusion is in the right coronary artery."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Inferior Myocardial Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
50,STRONG_EVIDENCE_FOR,42,1.0,"{""evidence_text"": ""occlusion of the right coronary artery will often lead to ST segment elevation in the inferior and lateral leads"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Lateral Myocardial Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
51,SPECIFIC_FOR,52,1.0,"{""evidence_text"": ""occlusion of the circumflex coronary artery will also lead to inferolateral ST segment elevation...is associated with absent reciprocal changes in leads I and aVL"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Lateral Myocardial Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
53,SPECIFIC_FOR,45,1.0,"{""evidence_text"": ""In an inferior wall myocardial infarction due to right coronary artery occlusion, equal ST segment elevation is observed in II, aVF, and III"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Lateral Myocardial Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
54,SPECIFIC_FOR,42,1.0,"{""evidence_text"": ""in an inferior wall myocardial infarction due to occlusion of the circumflex artery, ST segment elevation is more prominent in lead II"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Lateral Myocardial Infarction"", ""paragraph_index"": 2, ""chunk_index"": 1, ""data_source"": ""chapter_extraction_results.json""}"
55,STRONG_EVIDENCE_FOR,56,1.0,"{""evidence_text"": ""if a proximal occlusion of the right coronary artery causes both an inferior wall and right ventricular infarction, lack of reciprocal changes or even frank ST segment elevation will be observed in leads V1 and V2 due to injury of the right ventricle."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Right Ventricular Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
57,STRONG_EVIDENCE_FOR,56,1.0,"{""evidence_text"": ""if a proximal occlusion of the right coronary artery causes both an inferior wall and right ventricular infarction, lack of reciprocal changes or even frank ST segment elevation will be observed in leads V1 and V2 due to injury of the right ventricle."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Right Ventricular Infarction"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
58,SPECIFIC_FOR,59,1.0,"{""evidence_text"": ""ST segment elevation in RV4 is an excellent ECG sign for the presence of a right ventricular infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Right Ventricular Infarction"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
60,WEAK_EVIDENCE_FOR,59,1.0,"{""evidence_text"": ""If the reciprocal ST depression is less than expected, one should consider the presence of a right ventricular infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Right Ventricular Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
60,WEAK_EVIDENCE_FOR,61,1.0,"{""evidence_text"": ""Conversely, if the reciprocal ST depression in V1 and V2 is more prominent than the inferior ST segment elevation, accompanying posterior wall myocardial infarction should be considered."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Right Ventricular Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
40,STRONG_EVIDENCE_FOR,42,1.0,"{""evidence_text"": ""It is important that any time an inferior wall myocardial infarction is present, the presence of accompanying right ventricular infarction or extension to the posterior wall should be considered."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Right Ventricular Infarction"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
62,SPECIFIC_FOR,63,1.0,"{""evidence_text"": ""Thus isolated ST segment elevation in aVR should raise concern for occlusion or narrowing of the left main coronary artery."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Left Main"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
64,STRONG_EVIDENCE_FOR,65,1.0,"{""evidence_text"": ""diffuse ST segment depression is often observed... Obstruction of the left main results in diffuse ischemia of the left ventricle."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Left Main"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
66,STRONG_EVIDENCE_FOR,5,1.0,"{""evidence_text"": ""ST segment elevation will be observed in V1 with occlusion of the left main artery."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Left Main"", ""paragraph_index"": 0, ""chunk_index"": 1, ""data_source"": ""chapter_extraction_results.json""}"
67,STRONG_EVIDENCE_FOR,13,1.0,"{""evidence_text"": ""The most diagnostic finding is the presence of ≥1 mm ST segment elevation associated with a positive QRS complex."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
68,STRONG_EVIDENCE_FOR,69,1.0,"{""evidence_text"": ""ST segment depression ≥1 mm in the right precordial leads (V1 through V3) should arouse suspicion of myocardial ischemia/infarction in a patient complaining of chest pain."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
70,WEAK_EVIDENCE_FOR,9,1.0,"{""evidence_text"": ""Exaggerated ST segment elevation (≥5 mm) should also arouse suspicion of a myocardial infarction, but this is the weakest criteria for myocardial infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
71,SPECIFIC_FOR,72,1.0,"{""evidence_text"": ""the presence of a Q wave (> 30 ms) in two or more lateral leads (I, aVL, V5, or V6) is a fairly specific finding for the presence of a remote anterior myocardial infarction"", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
73,STRONG_EVIDENCE_FOR,9,1.0,"{""evidence_text"": ""any significant ST segment elevation in a patient with chest pain should arouse suspicion for the presence of a myocardial infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 3, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
74,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""ST segment changes in the same direction as the QRS complex."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 4, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
75,STRONG_EVIDENCE_FOR,5,1.0,"{""evidence_text"": ""Exaggerated ST segment elevation (>5 mm)."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 4, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
76,STRONG_EVIDENCE_FOR,77,1.0,"{""evidence_text"": ""Presence of Q waves in two of the lateral leads (I, aVL, V5, V6)."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 4, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
78,STRONG_EVIDENCE_FOR,2,1.0,"{""evidence_text"": ""The ECG now shows T wave inversion and the development of Q waves in the inferior leads."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 5, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
79,SPECIFIC_FOR,5,1.0,"{""evidence_text"": ""The ECG now shows T wave inversion and the development of Q waves in the inferior leads."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Myocardial Infarction in the Presence of Bundle Branch Block"", ""paragraph_index"": 5, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
